0.28579,0.28579,0.28579,0.28579,0.28579,0.28579,0.28579,0.28579,0.28579,0.28579,0.71421
0.93125,0.93125,0.93125,0.93125,0.93125,0.93125,0.93125,0.93125,0.93125,0.93125,0.068751
0.79985,0.79985,0.79985,0.79985,0.79985,0.79985,0.79985,0.79985,0.79985,0.79985,0.20015
0.33107,0.33107,0.33107,0.33107,0.33107,0.33107,0.33107,0.33107,0.33107,0.33107,0.66893
0.73742,0.73742,0.73742,0.73742,0.73742,0.73742,0.73742,0.73742,0.73742,0.73742,0.26258
0.56744,0.56744,0.56744,0.56744,0.56744,0.56744,0.56744,0.56744,0.56744,0.56744,0.43256
0.016064,0.016064,0.016064,0.016064,0.016064,0.016064,0.016064,0.016064,0.016064,0.016064,0.98394
0.42551,0.42551,0.42551,0.42551,0.42551,0.42551,0.42551,0.42551,0.42551,0.42551,0.57449
0.029378,0.029378,0.029378,0.029378,0.029378,0.029378,0.029378,0.029378,0.029378,0.029378,0.97062
0.78418,0.78418,0.78418,0.78418,0.78418,0.78418,0.78418,0.78418,0.78418,0.78418,0.21582
0.98081,0.98081,0.98081,0.98081,0.98081,0.98081,0.98081,0.98081,0.98081,0.98081,0.019185
0.68994,0.68994,0.68994,0.68994,0.68994,0.68994,0.68994,0.68994,0.68994,0.68994,0.31006
0.77969,0.77969,0.77969,0.77969,0.77969,0.77969,0.77969,0.77969,0.77969,0.77969,0.22031
0.59798,0.59798,0.59798,0.59798,0.59798,0.59798,0.59798,0.59798,0.59798,0.59798,0.40202
0.28461,0.28461,0.28461,0.28461,0.28461,0.28461,0.28461,0.28461,0.28461,0.28461,0.71539
0.74625,0.74625,0.74625,0.74625,0.74625,0.74625,0.74625,0.74625,0.74625,0.74625,0.25375
0.69387,0.69387,0.69387,0.69387,0.69387,0.69387,0.69387,0.69387,0.69387,0.69387,0.30613
0.44252,0.44252,0.44252,0.44252,0.44252,0.44252,0.44252,0.44252,0.44252,0.44252,0.55748
0.41913,0.41913,0.41913,0.41913,0.41913,0.41913,0.41913,0.41913,0.41913,0.41913,0.58087
0.15077,0.15077,0.15077,0.15077,0.15077,0.15077,0.15077,0.15077,0.15077,0.15077,0.84923
0.54029,0.54029,0.54029,0.54029,0.54029,0.54029,0.54029,0.54029,0.54029,0.54029,0.45971
0.19636,0.19636,0.19636,0.19636,0.19636,0.19636,0.19636,0.19636,0.19636,0.19636,0.80364
