0.16218,0.16218,0.16218,0.16218,0.16218,0.16218,0.16218,0.16218,0.16218,0.16218,0.16218,0.16218,0.16218,0.16218,0.16218,0.16218,0.16218,0.16218,0.16218,0.16218,0.83782
0.79428,0.79428,0.79428,0.79428,0.79428,0.79428,0.79428,0.79428,0.79428,0.79428,0.79428,0.79428,0.79428,0.79428,0.79428,0.79428,0.79428,0.79428,0.79428,0.79428,0.20572
0.31122,0.31122,0.31122,0.31122,0.31122,0.31122,0.31122,0.31122,0.31122,0.31122,0.31122,0.31122,0.31122,0.31122,0.31122,0.31122,0.31122,0.31122,0.31122,0.31122,0.68878
0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.52853,0.47147
0.16565,0.16565,0.16565,0.16565,0.16565,0.16565,0.16565,0.16565,0.16565,0.16565,0.16565,0.16565,0.16565,0.16565,0.16565,0.16565,0.16565,0.16565,0.16565,0.16565,0.83435
0.60198,0.60198,0.60198,0.60198,0.60198,0.60198,0.60198,0.60198,0.60198,0.60198,0.60198,0.60198,0.60198,0.60198,0.60198,0.60198,0.60198,0.60198,0.60198,0.60198,0.39802
0.26297,0.26297,0.26297,0.26297,0.26297,0.26297,0.26297,0.26297,0.26297,0.26297,0.26297,0.26297,0.26297,0.26297,0.26297,0.26297,0.26297,0.26297,0.26297,0.26297,0.73703
0.65408,0.65408,0.65408,0.65408,0.65408,0.65408,0.65408,0.65408,0.65408,0.65408,0.65408,0.65408,0.65408,0.65408,0.65408,0.65408,0.65408,0.65408,0.65408,0.65408,0.34592
0.68921,0.68921,0.68921,0.68921,0.68921,0.68921,0.68921,0.68921,0.68921,0.68921,0.68921,0.68921,0.68921,0.68921,0.68921,0.68921,0.68921,0.68921,0.68921,0.68921,0.31079
0.74815,0.74815,0.74815,0.74815,0.74815,0.74815,0.74815,0.74815,0.74815,0.74815,0.74815,0.74815,0.74815,0.74815,0.74815,0.74815,0.74815,0.74815,0.74815,0.74815,0.25185
0.45054,0.45054,0.45054,0.45054,0.45054,0.45054,0.45054,0.45054,0.45054,0.45054,0.45054,0.45054,0.45054,0.45054,0.45054,0.45054,0.45054,0.45054,0.45054,0.45054,0.54946
0.083821,0.083821,0.083821,0.083821,0.083821,0.083821,0.083821,0.083821,0.083821,0.083821,0.083821,0.083821,0.083821,0.083821,0.083821,0.083821,0.083821,0.083821,0.083821,0.083821,0.91618
0.22898,0.22898,0.22898,0.22898,0.22898,0.22898,0.22898,0.22898,0.22898,0.22898,0.22898,0.22898,0.22898,0.22898,0.22898,0.22898,0.22898,0.22898,0.22898,0.22898,0.77102
0.91334,0.91334,0.91334,0.91334,0.91334,0.91334,0.91334,0.91334,0.91334,0.91334,0.91334,0.91334,0.91334,0.91334,0.91334,0.91334,0.91334,0.91334,0.91334,0.91334,0.086663
0.15238,0.15238,0.15238,0.15238,0.15238,0.15238,0.15238,0.15238,0.15238,0.15238,0.15238,0.15238,0.15238,0.15238,0.15238,0.15238,0.15238,0.15238,0.15238,0.15238,0.84762
0.82582,0.82582,0.82582,0.82582,0.82582,0.82582,0.82582,0.82582,0.82582,0.82582,0.82582,0.82582,0.82582,0.82582,0.82582,0.82582,0.82582,0.82582,0.82582,0.82582,0.17418
0.53834,0.53834,0.53834,0.53834,0.53834,0.53834,0.53834,0.53834,0.53834,0.53834,0.53834,0.53834,0.53834,0.53834,0.53834,0.53834,0.53834,0.53834,0.53834,0.53834,0.46166
0.99613,0.99613,0.99613,0.99613,0.99613,0.99613,0.99613,0.99613,0.99613,0.99613,0.99613,0.99613,0.99613,0.99613,0.99613,0.99613,0.99613,0.99613,0.99613,0.99613,0.0038653
0.078176,0.078176,0.078176,0.078176,0.078176,0.078176,0.078176,0.078176,0.078176,0.078176,0.078176,0.078176,0.078176,0.078176,0.078176,0.078176,0.078176,0.078176,0.078176,0.078176,0.92182
0.44268,0.44268,0.44268,0.44268,0.44268,0.44268,0.44268,0.44268,0.44268,0.44268,0.44268,0.44268,0.44268,0.44268,0.44268,0.44268,0.44268,0.44268,0.44268,0.44268,0.55732
0.10665,0.10665,0.10665,0.10665,0.10665,0.10665,0.10665,0.10665,0.10665,0.10665,0.10665,0.10665,0.10665,0.10665,0.10665,0.10665,0.10665,0.10665,0.10665,0.10665,0.89335
0.9619,0.9619,0.9619,0.9619,0.9619,0.9619,0.9619,0.9619,0.9619,0.9619,0.9619,0.9619,0.9619,0.9619,0.9619,0.9619,0.9619,0.9619,0.9619,0.9619,0.038102
0.0046342,0.0046342,0.0046342,0.0046342,0.0046342,0.0046342,0.0046342,0.0046342,0.0046342,0.0046342,0.0046342,0.0046342,0.0046342,0.0046342,0.0046342,0.0046342,0.0046342,0.0046342,0.0046342,0.0046342,0.99537
0.77491,0.77491,0.77491,0.77491,0.77491,0.77491,0.77491,0.77491,0.77491,0.77491,0.77491,0.77491,0.77491,0.77491,0.77491,0.77491,0.77491,0.77491,0.77491,0.77491,0.22509
0.8173,0.8173,0.8173,0.8173,0.8173,0.8173,0.8173,0.8173,0.8173,0.8173,0.8173,0.8173,0.8173,0.8173,0.8173,0.8173,0.8173,0.8173,0.8173,0.8173,0.1827
0.86869,0.86869,0.86869,0.86869,0.86869,0.86869,0.86869,0.86869,0.86869,0.86869,0.86869,0.86869,0.86869,0.86869,0.86869,0.86869,0.86869,0.86869,0.86869,0.86869,0.13131
0.084436,0.084436,0.084436,0.084436,0.084436,0.084436,0.084436,0.084436,0.084436,0.084436,0.084436,0.084436,0.084436,0.084436,0.084436,0.084436,0.084436,0.084436,0.084436,0.084436,0.91556
0.39978,0.39978,0.39978,0.39978,0.39978,0.39978,0.39978,0.39978,0.39978,0.39978,0.39978,0.39978,0.39978,0.39978,0.39978,0.39978,0.39978,0.39978,0.39978,0.39978,0.60022
0.25987,0.25987,0.25987,0.25987,0.25987,0.25987,0.25987,0.25987,0.25987,0.25987,0.25987,0.25987,0.25987,0.25987,0.25987,0.25987,0.25987,0.25987,0.25987,0.25987,0.74013
0.80007,0.80007,0.80007,0.80007,0.80007,0.80007,0.80007,0.80007,0.80007,0.80007,0.80007,0.80007,0.80007,0.80007,0.80007,0.80007,0.80007,0.80007,0.80007,0.80007,0.19993
0.43141,0.43141,0.43141,0.43141,0.43141,0.43141,0.43141,0.43141,0.43141,0.43141,0.43141,0.43141,0.43141,0.43141,0.43141,0.43141,0.43141,0.43141,0.43141,0.43141,0.56859
